MTG	Put	VS	psi	RPE	RPEpsi
3.15413080112926	1.97334609654817	4.5205404306903	0.548387096774194	-0.5	-0.274193548387097
-1.48225782992499	-2.78682238631176	-0.0325484441762621	1	0.637096774193548	0.637096774193548
0.699878802228599	-5.46227368046388	2.23506585796448	1	0.5	0.5
0.419168597291554	2.27937047544754	-0.771085644253727	0.484560570071259	-0.612903225806452	-0.296988736495288
0.820322059191042	-1.60285866305684	-2.00332972488655	0.377777777777778	-0.75	-0.283333333333333
-0.144568387887651	-4.35353432708617	-4.81713439975724	0.455488331892826	-0.655555555555556	-0.298597906463075
-2.15789159410483	1.30885696236157	-1.19392052521421	0.533441923135171	-0.529206400066871	-0.282300879787112
-0.259107427010613	1.38937693473065	-2.87324719407567	0.567726943046357	-0.459207753144699	-0.260704613916026
0.159746496187102	0.880645540627566	-0.60847266261099	0.592170448924758	-0.402115687568854	-0.238121027227336
0.362453512294639	1.23741781621268	-4.07611861173064	1	0.644264449246417	0.644264449246417
-1.22765647057564	2.26075940785196	-4.61986756956939	0.512479391902852	-0.567154859563198	-0.290655177543695
-2.0338925805063	0.137680833002157	-0.406549538626815	1	0.531754466551343	0.531754466551343
-2.98361066863534	2.65259501891154	-4.17179384240598	0.552640833599136	-0.491330440066094	-0.271529263970756
-2.19765789303328	2.6444279434103	-1.85412206997474	0.581078393895582	-0.428848809728458	-0.249194777581045
0.783147218270648	0.382306029596789	-2.13917897844856	1	0.622024020736488	0.622024020736488
-2.72926498589016	-0.522162856026129	-6.33780282645515	0.523675734800708	-0.547301700391604	-0.28660862011025
-0.377847324245639	0.295462084539009	0.867610443693896	1	0.508504899528043	0.508504899528043
1.98578010403341	5.34704548910712	2.06952216532646	0.510846368755671	-0.569974561475392	-0.29116943501281
4.28496252875174	5.06702975838473	3.36588335169874	1	0.468954619363072	0.468954619363072
-0.518230165967778	3.92665312202139	-1.40287555494543	0.499087322470485	-0.589735788760185	-0.29432965577734
-0.444694774279431	-0.190501762384718	4.08512489158999	1	0.443002750827014	0.443002750827014
-0.570632321189436	1.18501448360356	-3.42869783836332	1	0.396318785078501	0.396318785078501
1.4253609650558	-0.628182584250515	-2.83185733787038	0.46544939167116	-0.641464009434455	-0.29856903297021
2.89566087845653	1.32738176575213	-0.772234300052691	0.482894215078065	-0.615477528502361	-0.297210538024335
3.42777710314239	3.70390788510893	-2.27872634656502	1	0.409383560714255	0.409383560714255
-1.93303744401482	-3.18317571259809	-9.28364815675851	1	0.37646894005207	0.37646894005207
1.30526869912602	-0.289781696586446	-5.11875845085491	0.45835959795442	-0.651546848559917	-0.298642751554393
1.45663996749002	1.48893845510302	-1.21887307839863	1	0.369138016912468	0.369138016912468
0.294297185100074	4.5379639751927	3.21602839361312	1	0.344357169801906	0.344357169801906
-0.930609822717886	1.32901062206789	-2.86275575049645	0.4393631601391	-0.67730582518426	-0.297583227733577
-2.10289263285456	1.07900690840501	2.63315147861387	1	-0.5	-0.5
-1.26846001943801	0.893860538010344	-0.15374208879516	1	-0.5	-0.5
-2.00954190276173	2.57153403713848	0.00570078081253803	1	-0.25	-0.25
