IFG	Ins	Put	VS	psi	RPE	RPEpsi
1.42683636634187	4.91412899710915	2.22156672857024	2.10825001922521	0.509433962264151	-0.5	-0.254716981132075
-4.06296628532988	3.84459369573178	-2.1163811368134	3.35458453518875	0.565779108240113	-0.372641509433962	-0.210832780900797
-0.414435698453224	5.16796104835741	2.41359986997012	4.97395464507016	1	0.5	0.5
1.49523759520415	4.17562305204796	4.22382039825122	6.55801314318722	0.341772151898734	-0.75	-0.256329113924051
-0.800657133712913	-1.51934958223931	0.731536087495359	-0.486190254376693	0.596362457602941	-0.288625438849434	-0.172125376038976
-3.17481938726974	-7.05787187634092	-2.17639158192006	-4.17892662503503	0.614453294244455	-0.232653585162317	-0.142954761820768
-2.92512879588387	-3.31511512263255	-2.76722838616732	-3.04422609920077	0.410616929698709	-0.664556962025316	-0.272878339356737
-0.645417675178385	2.46939331744656	0.552766881431594	0.603900156689413	1	0.806281951020011	0.806281951020011
-0.995005594742851	2.98089651131269	1.18932638565699	2.09195816381411	0.562148169443015	-0.381836697836302	-0.214648800714843
-3.54629811373624	-0.336996434764429	1.53020137960486	-1.09407037609454	1	0.41709981376704	0.41709981376704
-3.90524776505701	0.66840909586542	2.9401047473604	0.125432243119135	1	0.658770118344346	0.658770118344346
0.344838977763147	0.0505429485982115	0.847361863957662	-2.82991845996091	1	0.546124738550158	0.546124738550158
-1.2787215949008	-1.8606909100305	0.624371398917653	-0.215433646783684	1	0.30594401283675	0.30594401283675
-3.08012561274297	-3.24495380123456	0.348610035623565	-6.7209869015849	1	0.241567126267961	0.241567126267961
0.0228420209252473	-2.59936343449535	3.20413119904697	-3.10118768657699	0.492032459785968	-0.533622724052592	-0.262559701513286
-1.85676688497717	-10.9023553674871	0.141605289286059	-8.23538823380615	0.293035190319998	-0.800427099581741	-0.23455330746322
0.434928934287393	-0.66145851575967	1.00560939687332	1.98253259694938	0.327343224341152	-0.765690755951535	-0.250643680901389
-1.34441300741199	5.4950233336651	-0.0791901958485444	1.13392518480506	0.359191910921584	-0.73011537096011	-0.262251535288383
0.896074412447033	5.83809048479254	1.41620278420548	5.21693544710676	0.388157065293086	-0.694545073182313	-0.269592577320218
-2.27029301180984	-1.03453380004926	-2.54707284164474	-1.14724371593558	0.414116200236813	-0.65967776942101	-0.273183251253325
0.204759052305511	-3.54334197261117	-1.52960790405897	0.911493909418244	0.437157684579307	-0.626034994446119	-0.273676008637684
-1.51259733804248	6.30055460785375	0.0527530004919478	0.322925915320714	0.509350048249653	-0.500167859083595	-0.254760523157155
-4.07847486300902	-4.44969937656865	-4.66122074831616	-2.89217532222921	1	0.530378199098298	0.530378199098298
-1.41341886037227	2.58211354279157	-0.381434360123945	2.10700477975788	0.457494527066357	-0.593966966876069	-0.271736636604006
1.35098301100008	4.87812010447184	3.6706358230193	4.54260869085027	1	0.470445475994005	0.470445475994005
-1.61795324352429	0.837629854001782	5.58507451482795	1.38369692771724	0.467484265761804	-0.577317622041203	-0.269886904651282
-1.37785670432177	-4.44038111874552	-0.0948777948929505	0.762371270352918	1	0.447557756968932	0.447557756968932
-3.82061595447136	-6.38286427295569	-1.79469693022089	2.78696710684083	0.475398224651399	-0.563677722312854	-0.267971388463075
-2.27037991357572	1.598713731111	2.38424614952369	0.77156642000332	0.491154874334796	-0.535257459286026	-0.26289431015239
2.41059709949927	4.02396542511203	4.39524356332241	3.9281010505828	1	0.408010524826058	0.408010524826058
-0.485358096884959	1.24615676909911	-7.20985338633711	-3.87624142782401	0.509433962264151	0.5	0.254716981132075
-2.52447298037882	2.4926055890762	-1.00948941143173	-3.02875169863304	0.509433962264151	0.5	0.254716981132075
-0.548597628307162	1.33189344090043	-4.49910642432444	-2.4912048162836	1	-0.627358490566038	-0.627358490566038
-3.3806233509359	-3.02858125441002	-8.53166045293663	-1.45037915551979	1	-0.377358490566038	-0.377358490566038
-1.93441663795348	-7.95134105826869	-2.56815360424419	-0.740508665570594	0.359146689069579	0.730168391154392	0.262237560146361
-1.09738347566489	-1.67949529246173	-3.32725568070556	3.09543239618793	1	-0.627358490566038	-0.627358490566038
-0.0015404409531391	-2.14153025975225	-3.57824406479344	0.404668973391932	0.405186420676636	0.672015292042438	0.27229147082264
0.0595297063841964	1.84638878556364	-2.61940965620857	5.97402290728959	1	-0.383913014444186	-0.383913014444186
-3.35192850886872	4.65907389467413	-0.334316912248279	2.63892816086159	1	-0.377358490566038	-0.377358490566038
-5.56857970989112	-1.38433841548183	-5.03562350887241	-1.26798349568112	0.359146689069579	0.730168391154392	0.262237560146361
-6.15128262837728	-0.572744813380819	-1.67192059484395	5.00571021166715	0.405186420676636	0.672015292042438	0.27229147082264
-3.42543050375852	-9.07383246855302	-9.55929537794807	-3.99088722015872	1	-0.383913014444186	-0.383913014444186
-0.123786079612645	2.57557882187944	-3.42231841704272	0.912479594236974	0.392527327077894	0.688883718745215	0.270405684786539
-0.641176160650723	0.285522550852461	-4.14123347853169	2.57986294495817	0.423857616716454	0.645782710741121	0.273719920691422
-5.02594768639767	-5.24829425956264	-7.60679031502117	-2.30588520487601	0.392527327077894	0.688883718745215	0.270405684786539
-0.629710566414746	-4.53028108134414	-6.68575295986551	-2.7614758378177	1	-0.354217289258879	-0.354217289258879
