IFG	Ins	Put	VS
-0.187685879702833	0.712003077855787	0.312455359209284	1.13217945332451
0.0141071603659931	0.232359104861856	0.677689213522292	0.936050921305779
-0.0946408509152466	-0.0936144245548714	0.745265590886604	0.628774244584768
0.872541823316931	1.02544891469034	0.474418983748666	-1.41230279261031
0.271010162612315	0.122694403657205	1.63730336685104	1.10327809502174
1.02443835394585	0.648437596113347	-0.466269411471675	1.29793774671633
0.575158638604575	0.590500444108415	0.333248953762369	0.751795910401391
0.635323146963941	0.88419380828346	-0.908710491937993	-0.428461085121102
0.25237659795999	-1.83870030740731	-0.864504740338082	-0.791480318440787
0.768999474453241	-0.00816306172030388	-1.00910608079111	-0.673472873608139
0.174490378208203	-0.0125262046373815	0.870865507140044	0.720474271061303
0.281168021360954	-1.34604797753197	0.192369792443442	-0.944997078161885
-0.517222540820265	0.440712306025107	-0.818469210653046	-0.91415886654533
-1.53653066688221	-0.885318234326421	-0.826173187555289	-0.755204069095572
-1.11568277338131	-0.057385589824668	-0.416235653368557	-0.584334745275768
-1.31824878499713	-1.42118270382854	-1.19447535043576	-0.49291227223861
-0.860222044249555	-0.400358090518763	-1.25428481942502	-0.350867005581649
-1.01043527366137	-0.58839862491787	0.665544697224551	-0.108778161363774
-0.998148585306862	-0.508356793553371	-1.64501416435709	-1.46428162164269
-0.334454311344444	-0.849860476577025	0.511058550182394	0.393712364915757
-0.339171430558226	0.0178589383093776	-0.767972300968751	0.19762522196389
0.805710480336524	0.748544753250842	0.795226200346997	0.565727601958579
1.68348885488118	-0.922868438889757	1.07898915887009	-1.13103052290999
0.161595805349995	0.235193104632118	-0.44260643689637	0.884327681914412
-0.412285689599072	0.588462514252438	-0.291970593981892	-0.289759473576289
-0.928904385878624	0.405946590147458	0.803885647381614	1.3456019789233
0.112918189606697	1.93203793136795	0.326723965927973	-0.420985298789609
0.620658156953402	-0.292270533223243	0.0242889763258078	0.0497093002984536
0.241749735930933	0.419373951269336	0.155728007147371	0.0475001493255795
-0.0155211646137381	0.217028659127544	1.22334614148498	1.31559429246105
-0.939508438874573	-0.0907065382829788	0.136883279795209	-2.11880913859233
0.0102584481605548	-0.347770920613166	-0.0348306324878583	0.453060639170431
0.110818454465947	0.703419819510072	-0.134734239442317	0.715880888053224
0.751404872890451	-0.396605322657529	0.939076082815572	-0.742195808160183
0.538808602758691	0.354839517406238	0.0414435090724872	-0.336856107090571
0.483061046689588	0.289326425633539	-0.444159644093854	0.527811284776088
-0.195432029149398	0.312948943529681	0.462856106582105	-0.700480032976931
1.18158828495399	0.368749683454798	0.207484576446481	-0.460257824826554
0.364119369255182	-0.0330663750832436	1.04181827829526	1.05138939752505
0.317392812507112	-0.438553845991978	0.114626964801528	-0.256172562421587
-0.482091700730041	-0.258392226495121	0.850838312258935	2.35652176137167
-0.340105952604922	-0.0909210722810864	-0.227341425322805	-0.631481211304068
0.491990431720051	0.952166575730029	-0.176777810183772	0.486739577303018
-0.686749917212575	-0.315667842224893	0.0223177254782827	0.582460053853102
-0.714547461342674	0.29735407105843	0.111317196535479	-0.498049597858527
0.650745380473279	-0.774676716047509	-1.7405120504324	-0.263377642014868
0.67620641328055	-0.367937140253306	0.565026036797022	0.00525784217012114
0.451929032939035	1.88589859739037	0.800224964991606	0.876223795671207
1.09020691015242	0.159602390440156	-0.529419674893847	0.833313107148104
1.02439080460673	0.516651312178941	-0.013503283835743	1.08394412085036
0.630073643726649	0.279468714252074	-0.326416973306331	-0.511138120851206
0.189707113469324	0.0485377332825759	-0.334650960348061	0.27162817874153
-2.00055544209012	-0.592567010551396	-0.961967581874598	-1.08675584039777
-1.33513986404279	-1.12420721418689	-1.55465432448926	-1.26374861042407
0.211658289120927	-0.00111646847829255	0.52918317173869	-0.0504265479618062
-0.758933901889635	-1.59148787109254	-0.759782567779254	-1.21911384802829
-1.06389317674531	-0.726566438820157	-0.0390158268090441	-0.745619415926392
0.327278528451214	0.282421902899595	-0.833836071455226	0.28165932085145
-1.00669285833003	-0.0428949822781256	-0.0698236659011746	-0.400857543759472
0.0425829212294918	0.0948331271829168	0.215480851755024	0.424571650663588
0.0521897679848362	-0.0817663479411089	0.0457847407986776	0.205338447435182
0.362478718225411	-0.473628215767097	0.114744259646086	-0.164461755923547
0.456889859846844	0.664705004206007	1.0196027689279	0.683309691961929
-0.884097233569386	-0.211985638784619	0.290475902498907	-0.297722381444559
0.0118193817742512	-0.150279830638	-0.192292955205998	-0.798624237735029
-0.0672858828412903	-0.174369500740208	-0.326509341982331	0.636246055553949
-0.260171605073856	-0.466702492826122	0.375201230100945	-0.220758271020125
-0.357355608864374	0.288119028865172	-0.112929938348468	-0.358673343548154
-0.0949238805523759	0.175814012273007	-0.141415721563414	-0.265360323532147
0.632238825483995	-0.944866244586553	0.162864054844606	-0.682845213229145
0.397436524361646	0.00468473850491271	0.180967367381548	-0.0947916586406781
0.64661825029187	0.581332615008607	-0.835360676137061	-0.0182280298476683
0.618801435554404	0.0519345905760497	0.862169481416497	1.14059790281667
0.508192665892865	-0.544683241385448	-0.781192092205747	-0.509471637179235
-0.140676925556955	0.108810578010246	0.00694766110096429	0.152800497681383
0.133339016014124	1.4931231395198	-0.0987089505694213	-1.04266289089942
-1.8469133756687	-0.716529423681646	1.74015817357276	-0.298458091209501
-0.125435754641772	-0.117280512307605	0.0324987461498097	0.26650306776064
-0.485774950981934	-0.0143944210047251	-0.437542919889309	1.04710107249085
-0.673405021538843	0.537898530050942	-0.40520065777598	-0.455686158851521
-0.294756552947454	0.251507647517396	0.580615311607317	0.919392595767422
-0.911809139974699	-0.34198261355645	1.16867639418225	0.247338924314229
0.208061079203877	0.53633702448321	-0.549714868903177	-0.0266315292128203
1.25990185396499	0.16722825551581	0.52682157023186	0.429856294999478
1.89393661622239	0.607104735382269	0.87096727276844	0.547188711307166
1.11133453468751	-0.632604339185031	-0.0483604647488913	0.898818738205472
-0.0288688634309278	0.407641080779691	-0.778973986493768	0.291147182473364
0.114566361814664	-0.0645872965706679	0.869047426789499	0.110383712088848
-0.609364702767138	0.329472612046124	0.183819154399788	-0.134388962154039
0.522050150017548	0.359427769115578	-0.755199057693499	0.237489985513545
0.782353819443118	-0.71168540488396	0.0521991173709899	-0.788633955308981
-0.542060187673531	0.444216588789905	-0.564015237560138	0.878958683787806
-0.228442518441709	0.56348885980066	0.201075023345879	0.306081389000518
-0.143494155257492	0.134837994837633	-0.475762895625686	-0.00838625119297376
0.517139818715847	-0.0975746644564646	0.674353965632293	-0.479567034990314
0.0742236361452372	-0.301667459730642	-0.207792175670166	0.708122347768303
0.569816242150024	-0.46210535923329	0.37181955656335	-0.728224882513678
-0.495830317422746	0.236204280179195	-0.782745834827916	1.30384691076629
-1.26064957657962	0.065155120046209	0.044784656825156	-0.39909414507018
0.405245256442749	-0.991243187367918	0.100357025011455	-0.67971375720141
0.875752341059485	0.751331556985288	-0.0361484546149339	0.103515461339552
1.18407364754332	1.25675535331441	-0.378124670439459	0.835360739104705
-1.13985110008017	-0.654619233115572	0.301887469989062	-1.46603230107604
-0.379673680616307	-1.05508029942693	-0.587933076616931	-0.782996364162575
-0.834899251306832	-0.491012997257569	-0.0815917709118294	-0.0629345808687224
0.748829475037919	0.0165576719346727	-0.160837944753946	-0.56282087667293
0.58958023146983	0.498295655331806	-0.0538845946354207	-0.590448192894554
-0.175815990064843	0.00416626131810934	0.768655109294913	0.652629559061576
