MTG	Put	VS
-0.0388471039752407	-0.0355785136552298	-0.499987183560176
-0.437646172980801	-1.39996470128448	-1.10522809469795
-0.296909323774106	0.272375836521229	0.434612158802929
-0.209318443912538	-0.428314385548742	0.114348091346531
-0.358188221692311	-0.433569499555259	0.225917508806507
0.195423501835112	-0.147486109691031	0.388916131637389
0.00604654183174764	0.545280326847869	-0.595416350195723
0.0264625250110009	0.523070576660299	0.47597403325833
0.261191454449423	0.233874353436701	-0.335690392484086
0.40073633208221	-0.211823097462133	0.561759348802295
-0.377008815845042	0.0555088166149482	0.0159049499394688
0.765445369000414	0.0115334520781069	-0.844211084448612
-0.10103178940473	0.460935031095799	-0.071125929578226
0.222011399619303	0.122296528292743	-0.721496180405365
-0.0153757922012527	-0.164957640240588	0.550125129698284
0.204927234926747	0.270562817061374	-0.187805525720339
-0.0829022064692359	0.297838743725618	1.19346014251749
0.351455911651532	-0.074197553726851	0.496204246813119
-0.00715186072971735	0.0412168473503091	0.486697947728524
0.0860561550546263	-0.0662439805937028	1.3322952047423
0.158817166615035	0.196837540491115	-0.114960125115659
-0.289873596149532	0.515483788085714	-0.247587092521841
-0.132520573482656	-0.00315790201807474	0.623011696223635
-0.276764321626641	-0.0737712971408829	0.0811449342458658
0.338834668871645	-0.0873307373295438	-1.02955182766873
-0.340919312597439	0.163843068387531	-1.14656323309656
-0.612147816532247	-0.833255473749582	-0.70164146806025
0.105429588945932	0.54361518251332	-0.168007200605921
-0.118277842303519	-0.0409278009488604	-0.51763254712445
-0.0762770345942219	0.473192411665433	0.460079750751228
0.648210707859386	-0.331165527324531	-0.0995202511485131
-0.199343964542286	0.138279430956711	-0.285001555204554
-0.129288291570164	-0.294401227460484	-0.870963257385595
0.457658235687943	0.0322056986753491	-0.448511555811693
-0.547848401471501	-0.412294950412853	0.82643203198891
0.396354690717954	1.16645112070699	0.846179540808728
0.162368766535329	-0.312464134213073	0.769841086497744
0.315793220547358	-0.23940216450518	0.221855761212249
-0.222270869907761	-0.885819409337089	-0.661333212242409
-0.155686183363687	0.27617671900487	0.643816960821002
0.205666411529071	0.30027703518328	0.267224766395241
-0.145644475286192	-0.0616766341352229	0.329501113061571
0.0160169904311308	0.320498232499836	-0.397732724209935
0.208656810493823	0.115286951381555	0.471113963016559
0.150180574524708	0.652174749025678	0.407195593283748
-0.116990505682329	-0.17690505324873	-0.141667948262555
0.117783060111069	-0.729128840658471	-0.135834110077739
-0.45768723681434	0.685185846048072	-0.560196461536814
0.0239625347447015	-1.17485980557336	0.325834636103623
-0.456602651845104	0.575803958345974	-0.226286446309273
0.0399625349713535	-0.328679593237604	-0.250908335493703
-0.177399984801017	0.170606485834382	-0.0241029061098605
0.5351144477874	-0.921897727055364	1.09987959929072
-0.0465602030845846	0.515014580468607	0.152787031853815
0.654127018618892	-0.150666429440392	0.757928275467228
0.0388389675497345	0.291712345230022	-0.884430801809176
0.0250133450139917	0.0374605035712067	0.233018473211191
-0.232764890653756	-0.423943648137041	-0.180606151666554
0.168239638164594	-0.142259661190753	0.450954746593016
-0.175140837675086	0.831310792345644	-0.220766755223317
-0.554020213204138	-0.208112553127164	-0.518808881495948
-0.405711899861248	0.415014991277867	-1.21097873102724
-0.0890446733242946	-0.984265220187057	0.837184094021576
0.387646845395486	-0.705342436024404	0.488320792878017
-0.1474725055965	-0.314102146314781	-1.42096065399269
-0.156044401938036	0.131602900587439	-0.429419255880911
0.207930545406654	0.602842425007834	0.0850114096735169
0.0613603421158058	0.321520462424657	-0.149735845740249
0.0120012362148443	0.0861831500967277	0.0780574987773946
0.257548872418382	-0.171108788412584	-0.129838099675945
-0.0219384635536215	-0.197507552686235	0.230144948198022
-0.241838190212353	0.544054111265052	0.498455810508286
0.318814458199386	0.294255143194271	0.756597105105546
-0.47376958423305	-0.600400044146288	-0.516852443109761
-0.442606262732667	0.348718756450259	-0.860174007632281
0.0745761583397374	0.239115234141276	-0.210814413739583
-0.4325817866729	-0.995730935520693	-1.03958862959226
0.937609165534251	1.01987047241321	-0.799613231840118
0.0443323036712264	-0.0621405928176734	-1.40170113169696
-0.0430896599321326	0.0619337993509526	1.0450158301758
-0.390113722908765	0.0339869882872416	0.304330820506868
0.587290799817088	0.905658932068712	1.23853522044359
0.385911907756734	0.560293191180657	-0.503730126610536
0.191953524979736	0.584349399987391	1.01669330059909
0.0646348834698213	-0.354848073466265	1.0352469070963
0.133681657231978	-0.694478606760634	0.458067507340856
0.0800452294702734	0.368920149375891	0.161593504557034
-0.0540231064051056	-0.839648169437896	0.17526005863517
-0.537879837816978	0.456584346062579	-0.681356022165788
0.0639378175795793	-0.085100054961708	0.709962089692775
-0.309594356949784	-0.68415620725043	0.20038204666772
-0.307918991828083	0.284494796597321	-0.168157485800547
0.0953182948899368	-0.906579083948642	0.0235694642169225
-0.080089136818625	-0.626243484058965	0.0564226832499376
0.24779747061686	-0.244703165380691	-1.05858777228641
-0.341128797267778	0.734682214259693	0.0964093518730945
0.337452802051013	0.183317454739794	0.716961331079529
0.399856556529382	0.358258869345964	0.314887717504647
-0.298738447733014	-0.022268152740238	0.149060284941539
0.230198908895205	0.188954958032593	-0.70338381785067
-0.262083669059603	-0.365184012992229	-0.150179650727796
-0.110357160484803	-0.291042878776373	0.0652085328618907
0.249821139052436	-0.402942620861659	0.263368321103247
0.193340338384228	0.894308375556781	-0.215422971880483
0.230771751183881	-0.530400129052291	-0.190941584951832
-0.0559326033440552	0.321089958153674	-0.23819203991519
0.332315384312644	-0.41713169221803	0.310102615537757
-0.352498415686972	-0.300781275303405	0.391406262283549
0.296774622759117	0.487239234078699	1.23610550665822
-0.0709997475285655	0.622793545225447	-0.184023956551027
-0.550253803304221	-0.507742022851182	-0.698112276631002
-0.0274153256220347	0.416640352580199	-0.655522989010059
0.170057705448968	0.636784416258714	0.389329229986398
